ID,TargetRLF1,TargetR1F1,TargetLLM
ID_TS_Aka_Gha_0EF8C2D6,"Comment les différents exemples de décisions peuvent-ils m'aider à identifier les dangers qui peuvent survenir, les conséquences qui pourraient survenir et les avantages qu'il y a-t-il à mon comportement, en particulier en raison de l'expérience que j'ai eue et de la pression que je me sens à l'égard de mes tâches ou de mes comportements?","Comment les différents exemples de décisions peuvent-ils m'aider à identifier les dangers qui peuvent survenir, les conséquences qui pourraient survenir et les avantages qu'il y a-t-il à mon comportement, en particulier en raison de l'expérience que j'ai eue et de la pression que je me sens à l'égard de mes tâches ou de mes comportements?","Comment les différents exemples de décisions peuvent-ils m'aider à identifier les dangers qui peuvent survenir, les conséquences qui pourraient survenir et les avantages qu'il y a-t-il à mon comportement, en particulier en raison de l'expérience que j'ai eue et de la pression que je me sens à l'égard de mes tâches ou de mes comportements?"
ID_TS_Aka_Gha_944528C0,Quelles sont les difficultés rencontrées par les employés d'un employeur de l'entreprise pour déterminer s'il y a lieu d'obtenir un SOGI en cas de non-conformité ?,Quelles sont les difficultés rencontrées par les employés d'un employeur de l'entreprise pour déterminer s'il y a lieu d'obtenir un SOGI en cas de non-conformité ?,Quelles sont les difficultés rencontrées par les employés d'un employeur de l'entreprise pour déterminer s'il y a lieu d'obtenir un SOGI en cas de non-conformité ?
ID_TS_Aka_Gha_BC594585,Ni nini kinachosababisha uwezekano wa kutokuwa na wazazi na wazazi kuwa na uhusiano wa karibu na watoto wao?,Ni nini kinachosababisha uwezekano wa kutokuwa na wazazi na wazazi kuwa na uhusiano wa karibu na watoto wao?,Ni nini kinachosababisha uwezekano wa kutokuwa na wazazi na wazazi kuwa na uhusiano wa karibu na watoto wao?
ID_TS_Aka_Gha_8ACD4E10,¿Cómo puedo asegurarme de que me aceptan en mi escuela y en mi hogar?,¿Cómo puedo asegurarme de que me aceptan en mi escuela y en mi hogar?,¿Cómo puedo asegurarme de que me aceptan en mi escuela y en mi hogar?
ID_TS_Aka_Gha_0F9AEA4B,"Como é que a tradição de que os cidadãos têm os seus direitos de trabalho é utilizada pelos trabalhadores, e como é que eles podem ser usados para além dos seus direitos?","Como é que a tradição de que os cidadãos têm os seus direitos de trabalho é utilizada pelos trabalhadores, e como é que eles podem ser usados para além dos seus direitos?","Como é que a tradição de que os cidadãos têm os seus direitos de trabalho é utilizada pelos trabalhadores, e como é que eles podem ser usados para além dos seus direitos?"
ID_TS_Aka_Gha_BF7B539B,"Il y a des lois qui régissent les problèmes de la GBV, mais il est nécessaire de reconnaître qu'ils ont des droits différents et qu'il soit possible de les exploiter.","Il y a des lois qui régissent les problèmes de la GBV, mais il est nécessaire de reconnaître qu'ils ont des droits différents et qu'il soit possible de les exploiter.","Il y a des lois qui régissent les problèmes de la GBV, mais il est nécessaire de reconnaître qu'ils ont des droits différents et qu'il soit possible de les exploiter."
ID_TS_Aka_Gha_504867BA,"Hoe kunnen de wetten en regelingen van een werknemer een verbod op de werkzaamheden, het werk, de gezondheidszorg en het gezondheidsbeleid opleggen?","Hoe kunnen de wetten en regelingen van een werknemer een verbod op de werkzaamheden, het werk, de gezondheidszorg en het gezondheidsbeleid opleggen?","Hoe kunnen de wetten en regelingen van een werknemer een verbod op de werkzaamheden, het werk, de gezondheidszorg en het gezondheidsbeleid opleggen?"
ID_TS_Aka_Gha_0EA2622B,¿Cómo es que no hay nada que no sea una forma adecuada y es muy difícil de hacer para que el padre no trabaje en nosotros?,¿Cómo es que no hay nada que no sea una forma adecuada y es muy difícil de hacer para que el padre no trabaje en nosotros?,¿Cómo es que no hay nada que no sea una forma adecuada y es muy difícil de hacer para que el padre no trabaje en nosotros?
ID_TS_Aka_Gha_0CD620C2,Comment les parents et leurs enfants peuvent-ils aider leurs enfants à acquérir les droits et les connaissances qu'ils possèdent en relation avec leur enfant?,Comment les parents et leurs enfants peuvent-ils aider leurs enfants à acquérir les droits et les connaissances qu'ils possèdent en relation avec leur enfant?,Comment les parents et leurs enfants peuvent-ils aider leurs enfants à acquérir les droits et les connaissances qu'ils possèdent en relation avec leur enfant?
ID_TS_Aka_Gha_958CA9BA,Ndenge nini nakoki kopekisa baboti na ngai básala ngai mabe?,Ndenge nini nakoki kopekisa baboti na ngai básala ngai mabe?,Ndenge nini nakoki kopekisa baboti na ngai básala ngai mabe?
ID_TS_Aka_Gha_7A0ECFEA,Hoe kunnen de adviseurs zich ervan bewust zijn dat ze een melding moeten maken van zaken waarvan ze denken dat ze gehandeld zijn of dat ze hen zo niet hebben aangehouden?,Hoe kunnen de adviseurs zich ervan bewust zijn dat ze een melding moeten maken van zaken waarvan ze denken dat ze gehandeld zijn of dat ze hen zo niet hebben aangehouden?,Hoe kunnen de adviseurs zich ervan bewust zijn dat ze een melding moeten maken van zaken waarvan ze denken dat ze gehandeld zijn of dat ze hen zo niet hebben aangehouden?
ID_TS_Aka_Gha_80BACD64,"Hoe kunnen we dan de ontwikkeling van het begrip van de verschillende onderwerpen, en het gesprek over de opvoeding, de animatie, het leven, de ontwikkeling en het leven van de mens, vergroten?","Hoe kunnen we dan de ontwikkeling van het begrip van de verschillende onderwerpen, en het gesprek over de opvoeding, de animatie, het leven, de ontwikkeling en het leven van de mens, vergroten?","Hoe kunnen we dan de ontwikkeling van het begrip van de verschillende onderwerpen, en het gesprek over de opvoeding, de animatie, het leven, de ontwikkeling en het leven van de mens, vergroten?"
ID_TS_Aka_Gha_EB5CF467,¿Qué podemos hacer para mostrar amor (intimidad) y no decir que no se debe tener una posibilidad de ETS?,¿Qué podemos hacer para mostrar amor (intimidad) y no decir que no se debe tener una posibilidad de ETS?,¿Qué podemos hacer para mostrar amor (intimidad) y no decir que no se debe tener una posibilidad de ETS?
ID_TS_Aka_Gha_DA4BD9CA,"Mobeko nini ezali mpo na kozala na bomoi ya malamu mpo na bato oyo bazali na mposa ya lisalisi na lolenge na bango ya koloba, ya koteya bana na bango, to mpo na moto oyo azali na mposa na lisalisi mpo na kozwa litomba?","Mobeko nini ezali mpo na kozala na bomoi ya malamu mpo na bato oyo bazali na mposa ya lisalisi na lolenge na bango ya koloba, ya koteya bana na bango, to mpo na moto oyo azali na mposa na lisalisi mpo na kozwa litomba?","Mobeko nini ezali mpo na kozala na bomoi ya malamu mpo na bato oyo bazali na mposa ya lisalisi na lolenge na bango ya koloba, ya koteya bana na bango, to mpo na moto oyo azali na mposa na lisalisi mpo na kozwa litomba?"
ID_TS_Aka_Gha_87F7E1FB,"Xana hi swihi swiphiqo kumbe swiphiqo swin'wana leswi vanhu va nga ha vaka na swona loko va lava ku tiva swo karhi, ku nga ha va ku ri ku tiva leswi va swi lavaka, ku va ni vuxaka ni van'wana, ku navela ku va na vona, ku tiva leswaku va ta va ni swiphiqo swo karhi kumbe va lava leswaku va va na swona?","Xana hi swihi swiphiqo kumbe swiphiqo swin'wana leswi vanhu va nga ha vaka na swona loko va lava ku tiva swo karhi, ku nga ha va ku ri ku tiva leswi va swi lavaka, ku va ni vuxaka ni van'wana, ku navela ku va na vona, ku tiva leswaku va ta va ni swiphiqo swo karhi kumbe va lava leswaku va va na swona?","Xana hi swihi swiphiqo kumbe swiphiqo swin'wana leswi vanhu va nga ha vaka na swona loko va lava ku tiva swo karhi, ku nga ha va ku ri ku tiva leswi va swi lavaka, ku va ni vuxaka ni van'wana, ku navela ku va na vona, ku tiva leswaku va ta va ni swiphiqo swo karhi kumbe va lava leswaku va va na swona?"
ID_TS_Aka_Gha_284D82E5,Quelles sont les difficultés et les inconvénients que l'on ne peut pas faire de recherche sur les parents et les parents (ASRH) dans les différents pays du monde?,Quelles sont les difficultés et les inconvénients que l'on ne peut pas faire de recherche sur les parents et les parents (ASRH) dans les différents pays du monde?,Quelles sont les difficultés et les inconvénients que l'on ne peut pas faire de recherche sur les parents et les parents (ASRH) dans les différents pays du monde?
ID_TS_Aka_Gha_0E8FA8E0,Como é que se pode falar sobre a imagem do corpo nos meios de comunicação social e sobre o comportamento dos pais e dos pais em relação a outras coisas que se relacionam com eles?,Como é que se pode falar sobre a imagem do corpo nos meios de comunicação social e sobre o comportamento dos pais e dos pais em relação a outras coisas que se relacionam com eles?,Como é que se pode falar sobre a imagem do corpo nos meios de comunicação social e sobre o comportamento dos pais e dos pais em relação a outras coisas que se relacionam com eles?
ID_TS_Aka_Gha_F5F59B22,"Hoe kan hulle geld in hulle besighede verdien, soos om te sê dat hulle nie meer geld het nie, maar dat hulle ook nie meer werk nie, of dat hulle geen werk het nie.","Hoe kan hulle geld in hulle besighede verdien, soos om te sê dat hulle nie meer geld het nie, maar dat hulle ook nie meer werk nie, of dat hulle geen werk het nie.","Hoe kan hulle geld in hulle besighede verdien, soos om te sê dat hulle nie meer geld het nie, maar dat hulle ook nie meer werk nie, of dat hulle geen werk het nie."
ID_TS_Aka_Gha_82010C62,"Qu'est-ce que les choses, les journaux et les organisations qui aident les médias à améliorer leurs connaissances, de les enseigner et de les guider, ne permettent-elles pas à chacun d'être en mesure de parler des médias comme un épisode et de faire des changements?","Qu'est-ce que les choses, les journaux et les organisations qui aident les médias à améliorer leurs connaissances, de les enseigner et de les guider, ne permettent-elles pas à chacun d'être en mesure de parler des médias comme un épisode et de faire des changements?","Qu'est-ce que les choses, les journaux et les organisations qui aident les médias à améliorer leurs connaissances, de les enseigner et de les guider, ne permettent-elles pas à chacun d'être en mesure de parler des médias comme un épisode et de faire des changements?"
ID_TS_Aka_Gha_14822F53,Wat is de rol van de organisatie in de verschillende sectoren van het bedrijfsleven en in de inspanningen die wordt verricht om een positieve rol te spelen in de ontwikkeling van het bedrijf?,Wat is de rol van de organisatie in de verschillende sectoren van het bedrijfsleven en in de inspanningen die wordt verricht om een positieve rol te spelen in de ontwikkeling van het bedrijf?,Wat is de rol van de organisatie in de verschillende sectoren van het bedrijfsleven en in de inspanningen die wordt verricht om een positieve rol te spelen in de ontwikkeling van het bedrijf?
ID_TS_Aka_Gha_D9F195D0,"Quelles sont les normes internationales relatives aux systèmes d'ASRH, et comment peuvent-elles être mises en œuvre dans de tels pays?","Quelles sont les normes internationales relatives aux systèmes d'ASRH, et comment peuvent-elles être mises en œuvre dans de tels pays?","Quelles sont les normes internationales relatives aux systèmes d'ASRH, et comment peuvent-elles être mises en œuvre dans de tels pays?"
ID_TS_Aka_Gha_2F923996,Quels comportements comportementaux comportent les pensées et les dangers qu'une personne peut éprouver à l'égard de ses parents et de ses proches si elle n'est pas d'accord avec eux?,Quels comportements comportementaux comportent les pensées et les dangers qu'une personne peut éprouver à l'égard de ses parents et de ses proches si elle n'est pas d'accord avec eux?,Quels comportements comportementaux comportent les pensées et les dangers qu'une personne peut éprouver à l'égard de ses parents et de ses proches si elle n'est pas d'accord avec eux?
ID_TS_Aka_Gha_118A9D29,"In che modo i bambini possono conoscere le loro informazioni personali e le loro conoscenze personali, essere utilizzati in diversi tipi di programmi online, ""app di incontri"", e l'Internet così le altre cose che riguardano le loro attività non possono essere utilizzate?","In che modo i bambini possono conoscere le loro informazioni personali e le loro conoscenze personali, essere utilizzati in diversi tipi di programmi online, ""app di incontri"", e l'Internet così le altre cose che riguardano le loro attività non possono essere utilizzate?","In che modo i bambini possono conoscere le loro informazioni personali e le loro conoscenze personali, essere utilizzati in diversi tipi di programmi online, ""app di incontri"", e l'Internet così le altre cose che riguardano le loro attività non possono essere utilizzate?"
ID_TS_Aka_Gha_98543881,"Wie kann die Mitarbeiterinnen und Mitarbeitern in einer Arbeitsgemeinschaft die Möglichkeit haben, die internationalen ASRH-Konzepte und Konzepte zu ergreifen, die nicht so beeinflusst werden?","Wie kann die Mitarbeiterinnen und Mitarbeitern in einer Arbeitsgemeinschaft die Möglichkeit haben, die internationalen ASRH-Konzepte und Konzepte zu ergreifen, die nicht so beeinflusst werden?","Wie kann die Mitarbeiterinnen und Mitarbeitern in einer Arbeitsgemeinschaft die Möglichkeit haben, die internationalen ASRH-Konzepte und Konzepte zu ergreifen, die nicht so beeinflusst werden?"
ID_TS_Aka_Gha_1165E210,Wat zijn de risico's en de gevolgen van de media die worden gebruikt om het leven op aarde te verbeteren?,Wat zijn de risico's en de gevolgen van de media die worden gebruikt om het leven op aarde te verbeteren?,Wat zijn de risico's en de gevolgen van de media die worden gebruikt om het leven op aarde te verbeteren?
ID_TS_Aka_Gha_ACDABACC,"Basabasayɛ a goes so in our work in no we GBV bi, and how do I find the signs a in my own family? (suban a wodi so, ahunahuna, nkate change)","Basabasayɛ a goes so in our work in no we GBV bi, and how do I find the signs a in my own family? (suban a wodi so, ahunahuna, nkate change)","Basabasayɛ a goes so in our work in no we GBV bi, and how do I find the signs a in my own family? (suban a wodi so, ahunahuna, nkate change)"
ID_TS_Aka_Gha_DCA02EEC,Wat zijn de verschillende manieren waarop een werknemer kan aantonen dat hij de mogelijkheden heeft om in verschillende situaties met elkaar te praten?,Wat zijn de verschillende manieren waarop een werknemer kan aantonen dat hij de mogelijkheden heeft om in verschillende situaties met elkaar te praten?,Wat zijn de verschillende manieren waarop een werknemer kan aantonen dat hij de mogelijkheden heeft om in verschillende situaties met elkaar te praten?
ID_TS_Aka_Gha_3C365296,Wat kan ons sê sodat ons 'n idee van 'n uitdaging of 'n situasie kan hê wat ons kan oorweeg hoe ons oor die verskillende oortuigings van ons eie bestaan praat?,Wat kan ons sê sodat ons 'n idee van 'n uitdaging of 'n situasie kan hê wat ons kan oorweeg hoe ons oor die verskillende oortuigings van ons eie bestaan praat?,Wat kan ons sê sodat ons 'n idee van 'n uitdaging of 'n situasie kan hê wat ons kan oorweeg hoe ons oor die verskillende oortuigings van ons eie bestaan praat?
ID_TS_Aka_Gha_675DD5AF,"Como é que o Internet é tão útil para o que não se sabe e não pode ser usado por pessoas que não têm acesso ao Internet, ou como é que a internet é tão fácil de usar?","Como é que o Internet é tão útil para o que não se sabe e não pode ser usado por pessoas que não têm acesso ao Internet, ou como é que a internet é tão fácil de usar?","Como é que o Internet é tão útil para o que não se sabe e não pode ser usado por pessoas que não têm acesso ao Internet, ou como é que a internet é tão fácil de usar?"
ID_TS_Aka_Gha_1EB0E38A,"Kwa hiyo, je, ni kweli kwamba matendo yetu au utaratibu wetu wa utunzaji wa afya unapaswa kuwa na matokeo mazuri kwa wafanyakazi wetu ambao wana tatizo la kutusaidia na kuwasaidia wengine?","Kwa hiyo, je, ni kweli kwamba matendo yetu au utaratibu wetu wa utunzaji wa afya unapaswa kuwa na matokeo mazuri kwa wafanyakazi wetu ambao wana tatizo la kutusaidia na kuwasaidia wengine?","Kwa hiyo, je, ni kweli kwamba matendo yetu au utaratibu wetu wa utunzaji wa afya unapaswa kuwa na matokeo mazuri kwa wafanyakazi wetu ambao wana tatizo la kutusaidia na kuwasaidia wengine?"
ID_TS_Aka_Gha_F10C718B,Quelles sont les tâches qui existent pour les personnes atteintes de maladies transmissibles (STI) et que je souhaite accomplir?,Quelles sont les tâches qui existent pour les personnes atteintes de maladies transmissibles (STI) et que je souhaite accomplir?,Quelles sont les tâches qui existent pour les personnes atteintes de maladies transmissibles (STI) et que je souhaite accomplir?
ID_TS_Aka_Gha_E3E9DE99,Wat zijn de maatregelen voor de gezondheidszorg en wat zijn de mogelijkheden voor de volksgezondheid als ze worden toegepast op andere maatregelen?,Wat zijn de maatregelen voor de gezondheidszorg en wat zijn de mogelijkheden voor de volksgezondheid als ze worden toegepast op andere maatregelen?,Wat zijn de maatregelen voor de gezondheidszorg en wat zijn de mogelijkheden voor de volksgezondheid als ze worden toegepast op andere maatregelen?
ID_TS_Aka_Gha_91D63F78,Ndenge nini nakoki koyeba ete makambo oyo baboti na ngai bayebisaka ngai ezali solo te?,Ndenge nini nakoki koyeba ete makambo oyo baboti na ngai bayebisaka ngai ezali solo te?,Ndenge nini nakoki koyeba ete makambo oyo baboti na ngai bayebisaka ngai ezali solo te?
ID_TS_Aka_Gha_3F07F814,Hoe kan 'n ma 'n situasie hanteer waarin hulle voel dat hulle verdruk is of verdruk word of dat hulle nie verwerp word nie?,Hoe kan 'n ma 'n situasie hanteer waarin hulle voel dat hulle verdruk is of verdruk word of dat hulle nie verwerp word nie?,Hoe kan 'n ma 'n situasie hanteer waarin hulle voel dat hulle verdruk is of verdruk word of dat hulle nie verwerp word nie?
ID_TS_Aka_Gha_94340A03,"¿Cómo es posible que una mujer tenga la oportunidad de hacer lo que es conveniente para sus padres y sus hijos, y cómo puede una mujer asegurarse de que todo lo que hace es correcto y correcto?","¿Cómo es posible que una mujer tenga la oportunidad de hacer lo que es conveniente para sus padres y sus hijos, y cómo puede una mujer asegurarse de que todo lo que hace es correcto y correcto?","¿Cómo es posible que una mujer tenga la oportunidad de hacer lo que es conveniente para sus padres y sus hijos, y cómo puede una mujer asegurarse de que todo lo que hace es correcto y correcto?"
ID_TS_Aka_Gha_98326856,¿Cómo pueden los padres y los padres abusos ayudar a sus hijos a entender que sus padres y sus padres desean adwenemyare de sus hijos?,¿Cómo pueden los padres y los padres abusos ayudar a sus hijos a entender que sus padres y sus padres desean adwenemyare de sus hijos?,¿Cómo pueden los padres y los padres abusos ayudar a sus hijos a entender que sus padres y sus padres desean adwenemyare de sus hijos?
ID_TS_Aka_Gha_0A2C827E,"How do I know that I do not speak against the ideas of an epira, things a ɛnteɛ, and the internet so things that give me an idea of an epiera in my father's house, and man and woman's home so that I don't?","How do I know that I do not speak against the ideas of an epira, things a ɛnteɛ, and the internet so things that give me an idea of an epiera in my father's house, and man and woman's home so that I don't?","How do I know that I do not speak against the ideas of an epira, things a ɛnteɛ, and the internet so things that give me an idea of an epiera in my father's house, and man and woman's home so that I don't?"
ID_TS_Aka_Gha_9E8FC965,"Hoe kan 'n werkgewer hulle help om werk te soek na verskillende maniere om te weet wat hulle kan doen en wat hulle wil doen, en om doelwitte te stel wat waar is vir hulle toekoms?","Hoe kan 'n werkgewer hulle help om werk te soek na verskillende maniere om te weet wat hulle kan doen en wat hulle wil doen, en om doelwitte te stel wat waar is vir hulle toekoms?","Hoe kan 'n werkgewer hulle help om werk te soek na verskillende maniere om te weet wat hulle kan doen en wat hulle wil doen, en om doelwitte te stel wat waar is vir hulle toekoms?"
ID_TS_Aka_Gha_14FCDD54,Die internet kan jou dus help om 'n aantal vergaderings by te woon waar jy 'n beroep kan doen op jou onderwyser.,Die internet kan jou dus help om 'n aantal vergaderings by te woon waar jy 'n beroep kan doen op jou onderwyser.,Die internet kan jou dus help om 'n aantal vergaderings by te woon waar jy 'n beroep kan doen op jou onderwyser.
ID_TS_Aka_Gha_6B5252E3,"Como os pais, os professores e os educadores podem ajudar os pais a desenvolverem o conhecimento e a compreensão de seus filhos, amigos, amigos e familiares?","Como os pais, os professores e os educadores podem ajudar os pais a desenvolverem o conhecimento e a compreensão de seus filhos, amigos, amigos e familiares?","Como os pais, os professores e os educadores podem ajudar os pais a desenvolverem o conhecimento e a compreensão de seus filhos, amigos, amigos e familiares?"
ID_TS_Aka_Gha_A8499B92,"Monisá biso ntina oyo tosengeli kondima ete tozali kosala mosala ya makasi te, mpe ndenge oyo tokoki kotikala nsima na bango mpe kosala mosala na bango.","Monisá biso ntina oyo tosengeli kondima ete tozali kosala mosala ya makasi te, mpe ndenge oyo tokoki kotikala nsima na bango mpe kosala mosala na bango.","Monisá biso ntina oyo tosengeli kondima ete tozali kosala mosala ya makasi te, mpe ndenge oyo tokoki kotikala nsima na bango mpe kosala mosala na bango."
ID_TS_Aka_Gha_956B8C0C,"Hoe kan ek as ek nie praat of werk nie as niemand my skool, skool of skool toe neem nie?","Hoe kan ek as ek nie praat of werk nie as niemand my skool, skool of skool toe neem nie?","Hoe kan ek as ek nie praat of werk nie as niemand my skool, skool of skool toe neem nie?"
ID_TS_Aka_Gha_90B2B633,Ik wil niet dat iedereen naar me vraagt om me te vertellen wat er gebeurt.,Ik wil niet dat iedereen naar me vraagt om me te vertellen wat er gebeurt.,Ik wil niet dat iedereen naar me vraagt om me te vertellen wat er gebeurt.
ID_TS_Aka_Gha_85D51695,Na ho na le litsela tse sa tšoaneng tseo ka tsona u ka qobellang batho ba bang ho kopana le uena kapa ho ithuta ho hong ho ba bang le ho ba le tsebo?,Na ho na le litsela tse sa tšoaneng tseo ka tsona u ka qobellang batho ba bang ho kopana le uena kapa ho ithuta ho hong ho ba bang le ho ba le tsebo?,Na ho na le litsela tse sa tšoaneng tseo ka tsona u ka qobellang batho ba bang ho kopana le uena kapa ho ithuta ho hong ho ba bang le ho ba le tsebo?
ID_TS_Aka_Gha_50FD9D3F,"Qual é o tema do seu programa, e como é que o seu pai pode ter um grande tema no seu dia a dia?","Qual é o tema do seu programa, e como é que o seu pai pode ter um grande tema no seu dia a dia?","Qual é o tema do seu programa, e como é que o seu pai pode ter um grande tema no seu dia a dia?"
ID_TS_Aka_Gha_EF48E8D5,"¿Cuál es el significado de la ""literacía mediática"" en las diferentes escuelas, y cómo pueden ser empleadas?","¿Cuál es el significado de la ""literacía mediática"" en las diferentes escuelas, y cómo pueden ser empleadas?","¿Cuál es el significado de la ""literacía mediática"" en las diferentes escuelas, y cómo pueden ser empleadas?"
ID_TS_Aka_Gha_42C18A62,"Hvad er en anden medicin eller en anden ordning, der anvendes på dem, så de kan få dem til at gøre det muligt for dem at få noget at gøre?","Hvad er en anden medicin eller en anden ordning, der anvendes på dem, så de kan få dem til at gøre det muligt for dem at få noget at gøre?","Hvad er en anden medicin eller en anden ordning, der anvendes på dem, så de kan få dem til at gøre det muligt for dem at få noget at gøre?"
ID_TS_Aka_Gha_344A54B8,"Hoe kunnen de kinderen op een andere plek en een klein aantal mensen hun ouders en hun ouders leren kennen om verschillende rechten te krijgen in hun woonplaatsen, scholen, gezondheidsprogramma's en in hun eigen land?","Hoe kunnen de kinderen op een andere plek en een klein aantal mensen hun ouders en hun ouders leren kennen om verschillende rechten te krijgen in hun woonplaatsen, scholen, gezondheidsprogramma's en in hun eigen land?","Hoe kunnen de kinderen op een andere plek en een klein aantal mensen hun ouders en hun ouders leren kennen om verschillende rechten te krijgen in hun woonplaatsen, scholen, gezondheidsprogramma's en in hun eigen land?"
ID_TS_Aka_Gha_AB73295B,Ni aina gani ya uchunguzi unaofanywa na wazazi wa watoto na watoto wa watoto ambao huonyesha jinsi matendo yao yanavyoathiriwa ulimwenguni pote?,Ni aina gani ya uchunguzi unaofanywa na wazazi wa watoto na watoto wa watoto ambao huonyesha jinsi matendo yao yanavyoathiriwa ulimwenguni pote?,Ni aina gani ya uchunguzi unaofanywa na wazazi wa watoto na watoto wa watoto ambao huonyesha jinsi matendo yao yanavyoathiriwa ulimwenguni pote?
ID_TS_Aka_Gha_B758588D,Hoe kan ek seker maak dat 'n mens nie 'n begeerte of vertroosting het nie?,Hoe kan ek seker maak dat 'n mens nie 'n begeerte of vertroosting het nie?,Hoe kan ek seker maak dat 'n mens nie 'n begeerte of vertroosting het nie?
ID_TS_Aka_Gha_506E5A9A,"Comment les parents, les enseignants et les parents peuvent-ils aider leurs enfants à acquérir les connaissances médiatiques dont ils ont besoin pour apprendre à comprendre leurs responsabilités?","Comment les parents, les enseignants et les parents peuvent-ils aider leurs enfants à acquérir les connaissances médiatiques dont ils ont besoin pour apprendre à comprendre leurs responsabilités?","Comment les parents, les enseignants et les parents peuvent-ils aider leurs enfants à acquérir les connaissances médiatiques dont ils ont besoin pour apprendre à comprendre leurs responsabilités?"
ID_TS_Amh_Eth_3D1A85DD,¿Cuál es el daño a largo plazo para los hombres que permanecen sin tratamiento?,¿Cuál es el daño a largo plazo para los hombres que permanecen sin tratamiento?,¿Cuál es el daño a largo plazo para los hombres que permanecen sin tratamiento?
ID_TS_Amh_Eth_43FF5011,Τι σημαίνει πορτ ερπις;,Τι σημαίνει πορτ ερπις;,Τι σημαίνει πορτ ερπις;
ID_TS_Amh_Eth_655238A6,Ek voel hopeloos om weer heeltemal gesond te word. Hoe kan ek 'n meer positiewe houding opbou?,Ek voel hopeloos om weer heeltemal gesond te word. Hoe kan ek 'n meer positiewe houding opbou?,Ek voel hopeloos om weer heeltemal gesond te word. Hoe kan ek 'n meer positiewe houding opbou?
ID_TS_Amh_Eth_21813D25,"Πόσο γρήγορα πρέπει να θεραπευτεί μια γυναίκα για να μην αρρωστήσει ξανά ο σύζυγός της, που είναι γνωστός ότι έχει τρικομονία;","Πόσο γρήγορα πρέπει να θεραπευτεί μια γυναίκα για να μην αρρωστήσει ξανά ο σύζυγός της, που είναι γνωστός ότι έχει τρικομονία;","Πόσο γρήγορα πρέπει να θεραπευτεί μια γυναίκα για να μην αρρωστήσει ξανά ο σύζυγός της, που είναι γνωστός ότι έχει τρικομονία;"
ID_TS_Amh_Eth_ABF3E3FC,"¿Cómo puedo ayudar a una niña a preparar un ""plan de seguridad"" para expulsarla de inmediato del ataque?","¿Cómo puedo ayudar a una niña a preparar un ""plan de seguridad"" para expulsarla de inmediato del ataque?","¿Cómo puedo ayudar a una niña a preparar un ""plan de seguridad"" para expulsarla de inmediato del ataque?"
ID_TS_Amh_Eth_A53F8A28,Може ли човек без херпис да изпие кръв?,Може ли човек без херпис да изпие кръв?,Може ли човек без херпис да изпие кръв?
ID_TS_Amh_Eth_4CCC9BC2,"गर्भाशय के अंतर्निहित आवरण को क्या कहा जाता है, जो क्लैमिडीया या घाव के कारण होता है?","गर्भाशय के अंतर्निहित आवरण को क्या कहा जाता है, जो क्लैमिडीया या घाव के कारण होता है?","गर्भाशय के अंतर्निहित आवरण को क्या कहा जाता है, जो क्लैमिडीया या घाव के कारण होता है?"
ID_TS_Amh_Eth_750CAB75,क्या यह रोगों को रोक सकता है या ठीक कर सकता है?,क्या यह रोगों को रोक सकता है या ठीक कर सकता है?,क्या यह रोगों को रोक सकता है या ठीक कर सकता है?
ID_TS_Amh_Eth_50F0FD0A,Quel est le test recommandé pour la trichomoniase chez les femmes infectées par le VIH?,Quel est le test recommandé pour la trichomoniase chez les femmes infectées par le VIH?,Quel est le test recommandé pour la trichomoniase chez les femmes infectées par le VIH?
ID_TS_Amh_Eth_EDD4253B,Τι εννοείς ቂጥኝ;,Τι εννοείς ቂጥኝ;,Τι εννοείς ቂጥኝ;
ID_TS_Amh_Eth_C07A30F2,"Αν δεν μπορώ να αγοράσω τη θεραπεία, θα πρέπει να πάρω το υπόλοιπο του συγγενή μου που είχε μια τελείως διαφορετική λοίμωξη πέρυσι;","Αν δεν μπορώ να αγοράσω τη θεραπεία, θα πρέπει να πάρω το υπόλοιπο του συγγενή μου που είχε μια τελείως διαφορετική λοίμωξη πέρυσι;","Αν δεν μπορώ να αγοράσω τη θεραπεία, θα πρέπει να πάρω το υπόλοιπο του συγγενή μου που είχε μια τελείως διαφορετική λοίμωξη πέρυσι;"
ID_TS_Amh_Eth_EF8C485B,मुझे कैसे पता चलेगा कि टैबलेट बालाज़र रोगों को रोक सकता है?,मुझे कैसे पता चलेगा कि टैबलेट बालाज़र रोगों को रोक सकता है?,मुझे कैसे पता चलेगा कि टैबलेट बालाज़र रोगों को रोक सकता है?
ID_TS_Amh_Eth_12922F83,¿Puede un hombre parecer sano tener el VIH?,¿Puede un hombre parecer sano tener el VIH?,¿Puede un hombre parecer sano tener el VIH?
ID_TS_Amh_Eth_02627F73,¿Cuál es el principal efecto a largo plazo de las mujeres que no reciben tratamiento clínico relacionado con el embarazo?,¿Cuál es el principal efecto a largo plazo de las mujeres que no reciben tratamiento clínico relacionado con el embarazo?,¿Cuál es el principal efecto a largo plazo de las mujeres que no reciben tratamiento clínico relacionado con el embarazo?
ID_TS_Amh_Eth_75523327,¿Cuáles son los cuatro tipos de agresión que una niña puede sufrir?,¿Cuáles son los cuatro tipos de agresión que una niña puede sufrir?,¿Cuáles son los cuatro tipos de agresión que una niña puede sufrir?
